# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.6700,-5.5500,1.7007,1.7007
-1.6700,-5.6000,1.7029,1.7029
-1.6700,-5.6500,1.7066,1.7066
-1.6700,-5.7000,1.7066,1.7066
-1.6700,-5.7500,1.7029,1.7029
-1.6700,-5.8000,1.7007,1.7007
-1.6700,-5.8500,1.7000,1.7000
-1.6700,-5.9000,1.7000,1.7000
-1.7200,-5.9500,1.6500,1.6500
-1.7200,-6.0000,1.6500,1.6500
-1.7200,-6.0500,1.6500,1.6500
-1.7200,-6.1000,1.6500,1.6500
-1.7200,-6.1500,1.6500,1.6500
-1.7700,-6.2000,1.6000,1.6000
-1.7700,-6.2500,1.6000,1.6000
-1.7700,-6.3000,1.6000,1.6000
-1.7700,-6.3500,1.6000,1.6000
-1.7700,-6.4000,1.6000,1.6000
-1.8200,-6.4500,1.5500,1.5500
-1.8200,-6.5000,1.5500,1.5500
-1.8200,-6.5500,1.5500,1.5500
-1.8200,-6.6000,1.5500,1.5500
-1.8200,-6.6500,1.5500,1.5500
-1.8700,-6.7000,1.5000,1.5000
-1.8700,-6.7500,1.5000,1.5000
-1.8700,-6.8000,1.5000,1.5000
-1.8700,-6.8500,1.5000,1.5000
-1.8700,-6.9000,1.5000,1.5000
-1.9200,-6.9500,1.4500,1.4500
-1.9200,-7.0000,1.4500,1.4500
-1.9200,-7.0500,1.4500,1.4500
-1.9200,-7.1000,1.4500,1.4500
-1.9200,-7.1500,1.4500,1.4500
-1.9200,-7.2000,1.4500,1.4500
-1.9200,-7.2500,1.4500,1.4500
-1.9200,-7.3000,1.4500,1.4500
-1.9700,-7.3500,1.4000,1.4000
-1.9700,-7.4000,1.4000,1.4000
-1.9700,-7.4500,1.4000,1.4000
-1.9700,-7.5000,1.4000,1.4000
-1.9700,-7.5500,1.4000,1.4000
-2.0200,-7.6000,1.3500,1.3500
-2.0200,-7.6500,1.3500,1.3500
-2.0200,-7.7000,1.3500,1.3500
-2.0200,-7.7500,1.3500,1.3500
-2.0200,-7.8000,1.3500,1.3500
-2.0200,-7.8500,1.3500,1.3500
-2.0700,-7.9000,1.3000,1.3000
-2.0700,-7.9500,1.2981,1.2981
-2.0700,-8.0000,1.2855,1.2855
-2.0700,-8.0500,1.2748,1.2748
-2.0700,-8.1000,1.2659,1.2659
-2.0700,-8.1500,1.2590,1.2590
-2.1200,-8.2000,1.2042,1.2042
-2.1200,-8.2500,1.2010,1.2010
-2.1200,-8.3000,1.2000,1.2000
-2.1200,-8.3500,1.2000,1.2000
-2.1200,-8.4000,1.2000,1.2000
-2.1200,-8.4500,1.2010,1.2010
-2.1200,-8.5000,1.2042,1.2042
-2.1200,-8.5500,1.2093,1.2093
-2.1700,-8.6000,1.1673,1.1673
-2.1700,-8.6500,1.1769,1.1769
-2.1700,-8.7000,1.1885,1.1885
-2.1700,-8.7500,1.2000,1.2000
-2.1700,-8.8000,1.2000,1.2000
-2.1700,-8.8500,1.2000,1.2000
-2.1700,-8.9000,1.2000,1.2000
-2.1700,-8.9500,1.2000,1.2000
-2.1700,-9.0000,1.2000,1.2000
-2.1700,-9.0500,1.2000,1.2000
-2.1700,-9.1000,1.2000,1.2000
-2.1700,-9.1500,1.2000,1.2000
-2.1700,-9.2000,1.2000,1.2000
-2.1700,-9.2500,1.2000,1.2000
-2.1700,-9.3000,1.2000,1.2000
-2.1700,-9.3500,1.2000,1.2000
-2.1700,-9.4000,1.2000,1.2000
-2.1700,-9.4500,1.2000,1.2000
-2.1700,-9.5000,1.2000,1.2000
-2.1700,-9.5500,1.2000,1.2000
-2.1700,-9.6000,1.2000,1.2000
-2.1700,-9.6500,1.2000,1.2000
-2.1700,-9.7000,1.2000,1.2000
-2.1700,-9.7500,1.2000,1.2000
-2.1700,-9.8000,1.2000,1.2000
-2.1700,-9.8500,1.2000,1.2000
-2.1700,-9.9000,1.2000,1.2000
-2.1700,-9.9500,1.2000,1.2000
-2.1700,-10.0000,1.2000,1.2000
-2.1700,-10.0500,1.2000,1.2000
-2.1700,-10.1000,1.2000,1.2000
-2.1700,-10.1500,1.2000,1.2000
-2.1700,-10.2000,1.2000,1.2000
-2.1700,-10.2500,1.2000,1.2000
-2.1700,-10.3000,1.2000,1.2000
-2.1700,-10.3500,1.2000,1.2000
-2.1700,-10.4000,1.2000,1.2000
-2.1700,-10.4500,1.2000,1.2000
-2.1700,-10.5000,1.2000,1.2000
-2.1700,-10.5500,1.2000,1.2000
-2.1700,-10.6000,1.2000,1.2000
-2.1700,-10.6500,1.2000,1.2000
-2.1700,-10.7000,1.2000,1.2000
-2.1700,-10.7500,1.2000,1.2000
-2.1700,-10.8000,1.2000,1.2000
-2.1700,-10.8500,1.2000,1.2000
-2.1700,-10.9000,1.2000,1.2000
-2.1700,-10.9500,1.2000,1.2000
-2.1700,-11.0000,1.2000,1.2000
-2.1700,-11.0500,1.2000,1.2000
-2.1200,-11.1000,1.2500,1.2500
-2.1200,-11.1500,1.2500,1.2500
-2.1200,-11.2000,1.2500,1.2500
-2.1200,-11.2500,1.2500,1.2500
-2.1200,-11.3000,1.2500,1.2500
-2.1200,-11.3500,1.2500,1.2500
-2.1200,-11.4000,1.2500,1.2500
-2.1200,-11.4500,1.2500,1.2500
-2.0700,-11.5000,1.3000,1.3000
-2.0700,-11.5500,1.3000,1.3000
-2.0700,-11.6000,1.3000,1.3000
-2.0700,-11.6500,1.3000,1.3000
-2.0700,-11.7000,1.3000,1.3000
-2.0700,-11.7500,1.3000,1.3000
-2.0700,-11.8000,1.3000,1.3000
-2.0700,-11.8500,1.3000,1.3000
-2.0700,-11.9000,1.3000,1.3000
-2.0700,-11.9500,1.3000,1.3000
-2.0700,-12.0000,1.3000,1.3000
-2.0700,-12.0500,1.3000,1.3000
-2.0700,-12.1000,1.3000,1.3000
-2.0700,-12.1500,1.3000,1.3000
-2.0700,-12.2000,1.2981,1.2981
-2.0200,-12.2500,1.3342,1.3342
-2.0200,-12.3000,1.3238,1.3238
-2.0200,-12.3500,1.3153,1.3153
-2.0200,-12.4000,1.3086,1.3086
-2.0200,-12.4500,1.3038,1.3038
-2.0200,-12.5000,1.3010,1.3010
-2.0200,-12.5500,1.3000,1.3000
-2.0200,-12.6000,1.3000,1.3000
-2.0200,-12.6500,1.3000,1.3000
-2.0200,-12.7000,1.3000,1.3000
-2.0200,-12.7500,1.3000,1.3000
-2.0200,-12.8000,1.3000,1.3000
-2.0200,-12.8500,1.3000,1.3000
-2.0200,-12.9000,1.3000,1.3000
-2.0200,-12.9500,1.3000,1.3000
-1.9700,-13.0000,1.3500,1.3500
-1.9700,-13.0500,1.3500,1.3500
-1.9700,-13.1000,1.3500,1.3500
-1.9700,-13.1500,1.3500,1.3500
-1.9700,-13.2000,1.3500,1.3500
-1.9700,-13.2500,1.3500,1.3500
-1.9700,-13.3000,1.3500,1.3500
-1.9700,-13.3500,1.3500,1.3500
-1.9700,-13.4000,1.3500,1.3500
-1.9700,-13.4500,1.3500,1.3500
-1.9700,-13.5000,1.3500,1.3500
-1.9700,-13.5500,1.3500,1.3500
-1.9700,-13.6000,1.3500,1.3500
-1.9700,-13.6500,1.3500,1.3500
-1.9700,-13.7000,1.3500,1.3500
-1.9700,-13.7500,1.3500,1.3500
-1.9200,-13.8000,1.4000,1.4000
